client_code,name,product,status,city,date,category,amount,currency
14,Диас,Кредитная карта,зп,Астана,2025-06-01 09:15:57,Такси,6190.89,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-01 13:15:56,Едим дома,3377.85,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-01 20:10:34,Играем дома,3554.31,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-01 21:10:03,Едим дома,6190.33,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-03 12:10:02,Продукты питания,19274.51,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-03 18:30:56,АЗС,23698.86,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-04 12:10:15,Продукты питания,17825.9,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-04 20:10:41,Играем дома,8901.9,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-05 10:20:23,Кафе и рестораны,6810.07,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-05 11:20:20,Едим дома,5410.01,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-05 12:10:38,Продукты питания,7904.24,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-05 13:15:50,Едим дома,2721.77,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-05 18:10:15,Смотрим дома,3485.79,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-06 12:10:15,Продукты питания,10366.59,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-06 13:10:55,Едим дома,3513.7,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-06 13:15:21,Едим дома,4169.36,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-06 14:00:11,Играем дома,3766.44,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-06 17:50:24,Смотрим дома,6743.16,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-06 18:30:32,АЗС,8483.42,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-07 12:10:10,Продукты питания,19203.53,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-07 13:15:03,Едим дома,5431.14,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-07 20:10:20,Играем дома,2160.97,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-08 09:15:11,Такси,3672.69,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-08 20:20:03,Смотрим дома,7587.08,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-09 19:00:57,Кафе и рестораны,9181.54,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-10 09:15:08,Такси,5925.77,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-10 12:10:20,Продукты питания,13798.94,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-10 14:40:51,Смотрим дома,7244.46,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-10 19:00:29,Кафе и рестораны,14042.15,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-11 12:10:26,Продукты питания,11582.84,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-11 19:00:41,Кафе и рестораны,4760.9,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-11 21:30:01,Смотрим дома,1255.56,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 12:10:01,Продукты питания,6221.89,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 13:15:27,Едим дома,2985.31,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 15:00:10,Едим дома,3115.64,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 17:10:47,Такси,4020.73,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 19:00:29,Кафе и рестораны,6208.89,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 19:50:54,Смотрим дома,4552.69,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 20:10:05,Играем дома,2167.28,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-12 21:30:50,Смотрим дома,3350.14,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-13 12:10:38,Продукты питания,9505.66,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-13 14:20:59,Едим дома,3304.84,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-13 19:00:25,Кафе и рестораны,21928.33,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-13 20:10:38,Играем дома,2126.55,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-14 12:10:35,Продукты питания,9952.9,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-14 19:00:02,Кафе и рестораны,14166.24,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-14 20:10:07,Играем дома,6794.44,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-15 21:30:41,Смотрим дома,2320.06,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-16 12:10:26,Продукты питания,6781.26,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-16 13:15:10,Едим дома,4705.46,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-16 21:30:40,Смотрим дома,3103.92,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-17 19:00:05,Кафе и рестораны,4141.5,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-17 20:10:50,Играем дома,4075.73,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-17 20:30:22,Кафе и рестораны,8506.86,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-17 21:30:54,Смотрим дома,2209.8,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-18 09:15:34,Такси,3952.16,KZT
14,Диас,Кредитная карта,зп,Астана,2025-06-18 21:30:46,Смотрим дома,2327.95,KZT
