client_code,name,product,status,city,date,category,amount,currency
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-01 13:30:39,Такси,2969.41,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-01 19:00:25,Кафе и рестораны,20242.5,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-03 09:15:08,Такси,5521.89,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-03 13:20:30,Кафе и рестораны,3191.63,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-03 18:50:33,Играем дома,5512.97,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-03 20:10:05,Кафе и рестораны,3255.89,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 10:50:42,Смотрим дома,3714.53,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 11:50:08,Такси,5372.76,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 12:10:55,Продукты питания,19988.63,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 13:40:39,Играем дома,3760.09,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 14:10:32,Такси,5681.07,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 19:40:30,Едим дома,5643.1,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-05 20:50:21,Такси,6043.36,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-10 12:10:15,Продукты питания,25221.5,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-10 13:00:30,Смотрим дома,2465.85,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-10 17:40:33,Кафе и рестораны,6445.85,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-10 19:00:40,Кафе и рестораны,11880.75,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-11 09:00:00,Играем дома,4073.99,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-11 12:10:30,Продукты питания,25203.43,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-11 17:20:11,Кафе и рестораны,7251.38,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-11 19:00:42,Кафе и рестораны,5618.16,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-13 11:50:07,Кафе и рестораны,3735.55,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-13 12:10:15,Продукты питания,14307.84,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-13 13:40:16,Такси,4726.51,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-13 18:00:47,Кафе и рестораны,6396.22,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-13 20:00:56,Едим дома,5682.39,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-14 08:40:59,Кафе и рестораны,4953.52,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-14 11:10:08,Такси,6299.82,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-14 12:10:53,Продукты питания,14131.25,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-14 20:00:21,Кафе и рестораны,5322.32,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-15 09:00:03,Кино,3626.27,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-15 10:40:05,Такси,4359.21,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-15 15:30:58,Едим дома,3019.43,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-15 19:00:14,Кафе и рестораны,6344.99,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-15 20:40:26,Кино,7940.64,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-16 08:30:45,Играем дома,8813.84,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-16 19:00:06,Кафе и рестораны,9494.51,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-17 09:15:02,Такси,6265.48,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-17 11:20:04,Едим дома,5233.87,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-17 12:10:51,Продукты питания,12421.75,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-17 19:00:45,Кафе и рестораны,3141.28,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 08:20:40,Кафе и рестораны,10234.93,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 09:20:42,Кафе и рестораны,6110.24,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 10:00:28,Кафе и рестораны,5592.54,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 11:30:07,Смотрим дома,4193.8,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 11:50:28,Кино,6922.24,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 12:10:32,Продукты питания,6503.93,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-18 19:00:19,Кафе и рестораны,10272.0,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 09:00:37,Смотрим дома,6860.14,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 09:30:36,Играем дома,5296.67,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 09:30:56,Кафе и рестораны,5597.53,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 12:10:26,Продукты питания,28450.68,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 12:50:50,Смотрим дома,3908.97,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 18:10:53,Такси,4194.09,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-19 19:00:37,Кафе и рестораны,6957.05,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-20 12:10:34,Продукты питания,43562.91,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-20 16:50:38,Смотрим дома,5649.53,KZT
40,Асхат,Депозит Сберегательный,Стандартный клиент,Павлодар,2025-06-20 17:00:51,Играем дома,3747.34,KZT
