client_code,name,product,status,city,date,type,direction,amount,currency
7,Руслан,Премиальная карта,вип,Алматы,2025-06-01 14:45:22,card_in,in,17654.31,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-01 19:25:14,card_out,out,48436.11,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 08:30:15,card_out,out,17003.88,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 09:20:50,utilities_out,out,28736.66,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 09:54:24,p2p_out,out,15486.25,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 16:10:27,atm_withdrawal,out,65244.03,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 17:34:26,loan_payment_out,out,71985.29,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 17:45:42,card_in,in,14415.77,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 18:17:46,card_out,out,16414.93,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-02 19:14:22,card_out,out,43435.56,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-03 08:14:13,card_in,in,2974.63,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-03 17:57:37,card_out,out,36127.64,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-04 08:16:44,card_out,out,35157.51,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-04 14:53:04,p2p_out,out,14422.29,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-04 17:10:08,card_out,out,13459.68,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-05 14:40:46,p2p_out,out,17306.48,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-06 08:56:54,p2p_out,out,17574.47,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-07 15:15:08,loan_payment_out,out,77899.3,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-07 17:30:39,loan_payment_out,out,44527.24,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-07 20:21:27,p2p_out,out,35291.8,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-07 20:48:23,card_out,out,21120.44,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-07 20:55:02,p2p_out,out,36992.94,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-08 09:52:25,card_out,out,15644.5,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-08 10:09:09,cashback_in,in,41434.31,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-08 11:52:41,utilities_out,out,39423.09,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-08 14:51:57,cashback_in,in,8583.53,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-09 13:00:00,card_out,out,9563.79,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-09 17:14:05,card_out,out,25346.02,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-09 18:33:59,card_out,out,19684.63,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-09 18:35:06,card_out,out,7559.95,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-10 17:02:55,atm_withdrawal,out,19338.38,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-10 17:51:28,card_out,out,27243.43,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-10 18:20:31,refund_in,in,30375.91,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-12 08:35:23,p2p_out,out,9704.87,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-12 08:48:17,card_out,out,21350.33,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-12 09:09:54,loan_payment_out,out,82916.68,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-12 18:59:28,utilities_out,out,23026.99,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-13 08:13:09,atm_withdrawal,out,10796.3,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-13 10:04:08,p2p_out,out,67766.34,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-13 11:43:36,p2p_out,out,32522.88,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-13 13:43:36,atm_withdrawal,out,19775.12,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-14 12:29:44,utilities_out,out,35251.87,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-14 18:36:38,card_out,out,16068.25,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-14 21:06:30,card_out,out,18390.7,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-15 10:21:58,p2p_out,out,13322.18,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-15 11:06:08,atm_withdrawal,out,14450.9,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-15 14:37:10,card_out,out,36780.51,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-16 18:25:08,atm_withdrawal,out,49153.89,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-17 10:54:49,card_out,out,41273.26,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-17 12:23:49,card_out,out,14905.35,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-17 15:58:59,card_out,out,19498.09,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-17 16:26:53,atm_withdrawal,out,40483.76,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-17 16:47:16,card_out,out,35674.39,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-17 19:21:09,card_out,out,57857.23,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-18 10:54:07,card_out,out,26591.84,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-18 11:10:56,atm_withdrawal,out,39658.59,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-18 15:42:36,card_out,out,4290.82,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-18 18:04:46,utilities_out,out,27105.93,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-19 18:18:04,card_out,out,19211.88,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-19 18:21:05,p2p_out,out,14152.58,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-19 20:38:01,card_out,out,61308.58,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-20 12:06:34,p2p_out,out,9634.49,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-20 13:27:28,p2p_out,out,19438.99,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-20 15:16:14,card_out,out,31565.98,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-20 18:13:38,p2p_out,out,17359.48,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-20 21:29:42,card_out,out,15850.19,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-21 09:56:07,card_out,out,31152.32,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-21 10:25:04,card_out,out,25916.27,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-21 19:26:10,p2p_out,out,28297.23,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-22 10:23:32,card_in,in,22565.48,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-22 20:08:22,card_out,out,10721.86,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-23 08:48:43,card_out,out,11906.84,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-23 10:01:59,p2p_out,out,48506.95,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-23 12:02:37,p2p_out,out,19243.05,KZT
7,Руслан,Премиальная карта,вип,Алматы,2025-06-23 12:06:10,card_in,in,9820.55,KZT
