client_code,name,product,status,city,date,category,amount,currency
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-05 08:40:17,Едим дома,4869.37,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-05 09:10:28,Смотрим дома,3710.9,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-05 19:00:13,Кафе и рестораны,38964.2,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-05 20:00:16,Кино,4370.44,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-05 20:40:35,Кафе и рестораны,6042.89,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-06 12:10:37,Продукты питания,14205.21,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-06 15:20:15,Кафе и рестораны,6190.37,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-06 19:00:48,Кафе и рестораны,60000.0,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-06 21:20:23,Такси,4496.76,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-07 08:30:57,Играем дома,4430.01,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-07 12:10:20,Продукты питания,32618.16,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-07 17:00:16,Смотрим дома,2682.1,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-07 18:00:38,Едим дома,4448.73,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-07 18:10:16,Смотрим дома,6730.9,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-07 19:00:54,Кафе и рестораны,4947.34,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 11:30:25,Такси,7227.8,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 14:00:53,Смотрим дома,5127.24,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 16:20:22,Кафе и рестораны,5536.13,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 16:40:42,Едим дома,6930.61,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 18:10:22,Такси,7108.97,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 19:00:12,Кафе и рестораны,28569.93,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 19:10:55,Едим дома,9998.49,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-09 20:50:19,Такси,3230.6,KZT
38,Серик,Депозит Сберегательный,Премиальный клиент,Астана,2025-06-10 09:15:50,Такси,6432.23,KZT
