client_code,name,product,status,city,date,type,direction,amount,currency
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-01 08:53:51,card_out,out,14485.31,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-01 11:47:51,p2p_out,out,12259.18,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-01 12:07:25,card_out,out,20168.32,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-01 12:56:01,card_out,out,15422.46,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-01 15:03:29,utilities_out,out,20598.83,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-01 20:13:00,p2p_out,out,34767.88,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-02 19:51:04,card_out,out,13116.89,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-03 09:58:39,cashback_in,in,2741.19,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-03 12:45:29,atm_withdrawal,out,70835.67,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-03 18:50:14,card_out,out,13775.55,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-04 09:59:04,card_out,out,26566.85,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-04 16:24:48,deposit_topup_out,out,56899.5,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-05 09:30:31,card_out,out,11239.51,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-05 11:45:11,deposit_topup_out,out,61721.5,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-05 16:54:23,p2p_out,out,16661.72,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-05 17:40:23,p2p_out,out,30832.88,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-06 16:45:31,utilities_out,out,40148.97,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-06 19:20:37,p2p_out,out,13534.66,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-06 19:45:22,card_out,out,29214.04,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-06 21:32:54,deposit_topup_out,out,58931.67,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-07 08:57:58,atm_withdrawal,out,49815.4,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-07 21:03:34,card_out,out,34558.59,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-08 10:08:04,card_out,out,11171.81,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-08 11:32:07,card_out,out,32606.16,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-08 12:58:12,p2p_out,out,29525.24,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-08 19:15:19,p2p_out,out,60484.81,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-09 17:08:18,card_out,out,35060.8,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-09 17:40:22,card_out,out,28404.16,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-09 18:29:38,card_out,out,14664.89,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-09 21:23:18,p2p_out,out,11401.94,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-09 21:31:04,card_out,out,14771.82,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-10 08:30:38,card_out,out,32670.4,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-10 08:53:49,card_out,out,31501.02,KZT
44,Айнагуль,Депозит Накопительный,Стандартный клиент,Алматы,2025-06-10 12:16:57,card_out,out,14340.54,KZT
