client_code,name,product,status,city,date,category,amount,currency
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-01 09:15:41,Такси,4755.15,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-01 10:40:33,Играем дома,5112.23,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-01 16:30:53,Такси,2401.58,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-01 17:50:42,Едим дома,6241.89,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-01 19:00:40,Кафе и рестораны,8862.86,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-02 08:40:07,Кафе и рестораны,2537.75,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-02 12:10:36,Продукты питания,13545.84,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-02 21:50:42,Такси,2934.93,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-03 10:40:00,Смотрим дома,5876.57,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-03 13:40:18,Кафе и рестораны,5185.41,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-03 14:10:42,Такси,11898.58,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-03 19:00:45,Кафе и рестораны,14535.04,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-04 09:15:38,Такси,3069.45,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-04 17:10:48,Играем дома,3728.94,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-04 21:30:54,Такси,5767.0,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-05 10:50:44,Играем дома,5051.1,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-05 12:10:11,Продукты питания,4350.58,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-05 19:00:02,Кафе и рестораны,8488.59,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-06 09:15:12,Такси,6404.55,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-06 11:20:15,Кафе и рестораны,5298.5,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-06 12:10:43,Продукты питания,27122.05,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-07 12:10:55,Продукты питания,9434.18,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-07 13:40:07,Едим дома,6605.18,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-07 21:10:17,Играем дома,4571.66,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-08 12:10:36,Продукты питания,11403.07,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-08 13:10:30,Играем дома,4369.75,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-08 18:30:42,АЗС,15251.05,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-10 14:20:48,Такси,2761.25,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-10 19:00:03,Кафе и рестораны,11473.16,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-11 10:10:21,Играем дома,4842.48,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-11 12:10:45,Продукты питания,17726.0,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-13 08:00:47,Едим дома,2831.34,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-13 12:10:57,Продукты питания,15865.74,KZT
37,Гульнар,Депозит Сберегательный,Зарплатный клиент,Алматы,2025-06-13 19:00:34,Кафе и рестораны,11510.9,KZT
