client_code,name,product,status,city,date,category,amount,currency
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-01 08:00:35,Кафе и рестораны,6638.58,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-01 12:10:10,Продукты питания,11592.88,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-02 10:50:55,Играем дома,4336.4,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-02 12:10:14,Продукты питания,10330.5,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-02 19:00:19,Кафе и рестораны,23196.25,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-03 12:20:45,Кафе и рестораны,4238.9,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-03 18:30:59,АЗС,18493.36,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-03 19:00:51,Кафе и рестораны,25843.86,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-04 09:15:51,Такси,6599.12,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-04 11:00:39,Кино,4949.2,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-04 12:10:38,Продукты питания,13137.56,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-04 14:50:28,Такси,3229.32,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-04 18:30:35,АЗС,28693.43,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-05 12:10:52,Продукты питания,15396.55,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-05 19:00:07,Кафе и рестораны,23034.25,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-06 12:00:50,Смотрим дома,7851.22,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-06 12:10:28,Продукты питания,13881.43,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-06 16:20:19,Кино,8598.06,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-06 19:00:11,Кафе и рестораны,28224.25,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-08 09:30:22,Такси,6540.81,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-08 12:10:03,Продукты питания,15739.19,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-08 12:20:50,Смотрим дома,4888.14,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-08 18:30:06,Такси,5556.21,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-09 12:10:03,Продукты питания,10580.23,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-09 12:20:51,Кафе и рестораны,4903.8,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-09 21:10:09,Едим дома,5015.67,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-10 12:10:00,Продукты питания,9932.51,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-11 11:50:04,Играем дома,3919.53,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-11 12:10:31,Продукты питания,9812.66,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-11 18:40:43,Играем дома,7358.81,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-11 19:00:59,Кафе и рестораны,11051.71,KZT
54,Виктория,Инвестиции,Премиальный клиент,Усть-Каменогорск,2025-06-12 13:20:49,Смотрим дома,6234.32,KZT
