client_code,name,product,status,city,date,category,amount,currency
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-02 08:10:50,Кафе и рестораны,4895.72,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-02 09:50:59,Едим дома,3894.71,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-02 11:10:53,Такси,5612.53,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-02 16:10:56,Такси,2553.99,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-02 18:30:35,АЗС,22885.39,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-02 19:00:26,Такси,3701.1,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-03 09:15:25,Такси,6757.7,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-03 11:10:03,Такси,5543.12,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-03 19:00:23,Кафе и рестораны,13441.93,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-04 09:15:47,Такси,3009.68,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-04 12:10:31,Продукты питания,14632.97,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-04 12:30:43,Кино,4277.62,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-04 18:00:32,Играем дома,4371.91,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-04 18:30:22,АЗС,16574.22,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-05 09:15:06,Такси,2898.63,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-05 12:10:19,Продукты питания,12603.02,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-05 14:10:30,Кино,4302.9,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-05 19:40:02,Играем дома,4342.3,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-06 10:00:15,Едим дома,4172.92,KZT
48,Ержан,Депозит Накопительный,Стандартный клиент,Павлодар,2025-06-06 12:10:48,Продукты питания,14558.35,KZT
